Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
626,20,RL,87.0,10000,Pave,1,0,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,1116,1116,GasA,2,Y,SBrkr,1116,0,0,1116,0,0,1,1,3,1,TA,5,Typ,0,5,1962.0,1.0,2,440,3.0,3.0,Y,0,0,0,0,385,0,0,2,2010,WD,Normal,160000
628,80,RL,80.0,9600,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,2,2,CBlock,3.0,3.0,3.0,4.0,674,2.0,132,350,1156,GasA,4,Y,SBrkr,1520,0,0,1520,1,0,1,0,3,1,TA,7,Typ,2,Basment,1955.0,2.0,1,364,3.0,3.0,Y,0,0,189,0,0,0,0,3,2010,WD,Normal,153000
629,60,RL,70.0,11606,Pave,1,2,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,2,2,PConc,4.0,3.0,3.0,3.0,650,1.0,0,390,1040,GasA,2,Y,SBrkr,1040,1040,0,2080,0,1,1,2,5,1,Fa,9,Typ,2,5,1969.0,1.0,2,504,3.0,3.0,Y,335,0,0,0,0,0,0,9,2007,WD,Family,135000
630,80,RL,82.0,9020,Pave,0,0,AllPub,Corner,0,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,2,2,CBlock,3.0,3.0,4.0,6.0,624,3.0,336,288,1248,GasA,2,Y,SBrkr,1350,0,0,1350,1,0,1,1,3,1,TA,6,Typ,0,5,1964.0,2.0,2,520,3.0,3.0,Y,176,0,0,0,0,0,0,6,2008,WD,Normal,168500
631,70,RM,50.0,9000,Pave,0,0,AllPub,Corner,0,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,BrkTil,2.0,2.0,1.0,1.0,0,1.0,0,636,636,GasA,2,Y,FuseA,1089,661,0,1750,0,0,1,0,3,1,Ex,8,Typ,0,1,1937.0,1.0,1,240,2.0,1.0,N,0,0,293,0,0,0,0,6,2006,WD,Abnorml,124000
632,120,RL,34.0,4590,Pave,0,0,AllPub,Inside,0,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,3,2,PConc,4.0,4.0,2.0,6.0,24,1.0,0,1530,1554,GasA,4,Y,SBrkr,1554,0,0,1554,0,0,2,0,2,1,Gd,6,Typ,1,5,2006.0,2.0,2,627,3.0,3.0,Y,156,73,0,0,0,0,0,8,2007,WD,Normal,209500
633,20,RL,85.0,11900,Pave,0,0,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,2,3,CBlock,3.0,3.0,1.0,5.0,822,1.0,0,564,1386,GasA,2,Y,SBrkr,1411,0,0,1411,0,0,2,0,3,1,TA,6,Typ,1,5,1977.0,3.0,2,544,3.0,3.0,Y,192,0,0,0,0,0,0,4,2009,WD,Family,82500
634,20,RL,80.0,9250,Pave,0,0,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3.0,3.0,1.0,4.0,480,2.0,468,108,1056,GasA,2,Y,SBrkr,1056,0,0,1056,0,1,1,0,3,1,TA,6,Typ,0,5,1954.0,1.0,1,260,3.0,3.0,Y,390,0,0,0,0,0,0,7,2007,WD,Normal,139400
635,90,RL,64.0,6979,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3.0,3.0,1.0,6.0,1056,1.0,0,0,1056,GasA,3,Y,SBrkr,1056,0,0,1056,2,0,0,0,0,2,TA,4,Typ,0,1,1980.0,1.0,2,576,3.0,3.0,Y,264,56,0,0,0,0,600,6,2010,WD,Normal,144000
638,190,RM,50.0,6000,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,811,811,GasA,2,Y,FuseA,811,576,0,1387,0,0,2,0,3,2,Gd,7,Typ,0,3,1954.0,1.0,1,256,3.0,3.0,Y,0,0,0,0,0,0,0,11,2009,WD,Normal,93000
640,120,RL,53.0,3982,Pave,0,0,AllPub,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,4.0,3.0,6.0,1154,1.0,0,366,1520,GasA,4,Y,SBrkr,1567,0,0,1567,1,0,2,0,1,1,Ex,7,Typ,1,5,2006.0,3.0,3,648,3.0,3.0,Y,312,0,0,0,0,0,0,10,2006,New,Partial,264561
641,120,RL,62.0,12677,Pave,1,0,AllPub,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,4,2,PConc,5.0,3.0,4.0,6.0,1218,1.0,0,300,1518,GasA,4,Y,SBrkr,1518,0,0,1518,0,0,1,1,1,1,Ex,6,Typ,1,5,2003.0,2.0,2,588,3.0,3.0,Y,185,140,0,0,0,0,0,4,2008,WD,Normal,274000
643,80,RL,75.0,13860,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,3,2,CBlock,4.0,3.0,4.0,6.0,1410,1.0,0,542,1952,GasA,3,Y,SBrkr,2000,704,0,2704,1,0,2,1,4,1,Ex,9,Typ,3,5,1972.0,3.0,2,538,3.0,3.0,Y,269,111,0,0,0,0,0,7,2009,WD,Normal,345000
644,60,RL,80.0,10793,Pave,0,0,AllPub,Inside,0,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,2,2,CBlock,3.0,3.0,1.0,3.0,493,4.0,287,0,780,GasA,4,Y,SBrkr,780,840,0,1620,0,0,2,1,4,1,TA,7,Min1,0,5,1969.0,3.0,2,462,3.0,3.0,Y,208,0,0,0,0,0,0,4,2007,WD,Normal,152000
645,20,FV,85.0,9187,Pave,0,0,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,4,2,PConc,5.0,3.0,2.0,6.0,1121,1.0,0,645,1766,GasA,4,Y,SBrkr,1766,0,0,1766,1,0,2,1,2,1,Ex,7,Typ,1,5,2009.0,3.0,3,478,3.0,3.0,Y,195,130,0,0,0,0,0,10,2009,New,Partial,370878
648,20,RL,85.0,10452,Pave,1,0,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,2,2,CBlock,3.0,3.0,2.0,3.0,500,1.0,0,594,1094,GasA,4,Y,SBrkr,1094,0,0,1094,0,0,1,0,3,1,TA,5,Typ,2,5,1953.0,2.0,2,495,3.0,3.0,Y,0,0,0,0,287,0,0,6,2008,WD,Normal,155000
649,60,RL,70.0,7700,Pave,0,0,AllPub,Inside,0,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,756,756,GasA,2,Y,SBrkr,1051,788,0,1839,0,0,1,1,4,1,TA,7,Typ,1,5,1966.0,1.0,2,442,3.0,3.0,Y,0,124,216,0,0,0,0,6,2010,WD,Normal,155000
652,70,RL,60.0,9084,Pave,0,0,AllPub,Inside,0,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3.0,3.0,2.0,1.0,0,1.0,0,755,755,GasA,2,Y,SBrkr,755,755,0,1510,1,0,1,0,4,1,TA,7,Typ,1,1,1940.0,1.0,1,296,2.0,1.0,P,120,0,0,0,0,0,0,10,2009,WD,Normal,108000
653,60,RL,70.0,8750,Pave,0,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,880,880,GasA,4,Y,SBrkr,909,807,0,1716,0,0,2,1,2,1,Gd,7,Typ,1,5,1996.0,2.0,2,512,3.0,3.0,Y,0,120,0,0,0,0,0,7,2009,WD,Normal,191000
654,50,RM,60.0,10320,Pave,0,0,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,756,756,GasA,4,Y,SBrkr,756,713,0,1469,0,0,1,0,3,1,TA,7,Typ,0,1,1906.0,1.0,1,216,3.0,3.0,Y,57,0,239,0,0,0,0,6,2008,WD,Normal,135000
655,20,RL,91.0,10437,Pave,1,0,AllPub,Inside,0,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,3,3,PConc,4.0,3.0,4.0,6.0,1696,1.0,0,413,2109,GasA,4,Y,SBrkr,2113,0,0,2113,1,0,2,1,2,1,Gd,7,Typ,1,5,1995.0,3.0,3,839,3.0,3.0,Y,236,46,0,0,0,0,0,8,2008,WD,Normal,350000
656,160,RM,21.0,1680,Pave,0,0,AllPub,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,525,525,GasA,2,Y,SBrkr,525,567,0,1092,0,0,1,1,3,1,TA,6,Typ,0,1,1971.0,1.0,1,264,3.0,3.0,Y,0,0,0,0,0,0,0,3,2010,WD,Family,88000
657,20,RL,72.0,10007,Pave,1,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,3,2,CBlock,3.0,3.0,1.0,5.0,806,1.0,0,247,1053,GasA,4,Y,SBrkr,1053,0,0,1053,1,0,1,1,3,1,Gd,5,Typ,0,5,1959.0,2.0,1,312,3.0,3.0,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,145500
658,70,RL,60.0,7200,Pave,0,2,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,2,1,BrkTil,4.0,3.0,1.0,1.0,0,1.0,0,776,776,GasA,2,Y,SBrkr,851,651,0,1502,0,0,1,1,3,1,TA,6,Typ,1,5,1931.0,2.0,1,270,3.0,3.0,P,0,0,112,0,0,0,0,2,2008,WD,Normal,149000
659,50,RL,78.0,17503,Pave,0,0,AllPub,Inside,0,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,912,912,GasA,2,Y,SBrkr,912,546,0,1458,0,1,1,0,3,1,TA,6,Typ,1,5,1948.0,1.0,1,330,3.0,3.0,Y,192,0,0,0,0,0,0,1,2010,WD,Abnorml,97500
660,20,RL,75.0,9937,Pave,0,0,AllPub,Corner,0,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,3,PConc,3.0,3.0,1.0,4.0,637,1.0,0,849,1486,GasA,4,Y,SBrkr,1486,0,0,1486,1,0,1,0,3,1,TA,7,Typ,0,1,1968.0,3.0,2,480,3.0,3.0,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,167000
662,60,RL,52.0,46589,Pave,2,0,AllPub,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,3,2,PConc,4.0,4.0,1.0,6.0,1361,3.0,180,88,1629,GasA,4,Y,SBrkr,1686,762,0,2448,1,0,2,1,4,1,Gd,8,Typ,1,5,1994.0,2.0,3,711,3.0,3.0,Y,517,76,0,0,0,0,0,7,2009,WD,Normal,402000
663,20,RL,120.0,13560,Pave,0,0,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,2,2,CBlock,2.0,2.0,1.0,1.0,0,1.0,0,1392,1392,GasA,3,Y,SBrkr,1392,0,0,1392,1,0,1,0,2,1,TA,5,Maj2,2,5,1968.0,2.0,2,576,3.0,3.0,Y,0,0,240,0,0,0,0,7,2009,WD,Normal,110000
664,85,RL,90.0,10012,Pave,0,0,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4.0,3.0,3.0,4.0,920,3.0,180,38,1138,GasA,2,Y,SBrkr,1181,0,0,1181,1,0,2,0,3,1,TA,6,Typ,0,1,1974.0,2.0,2,588,3.0,3.0,Y,0,0,180,0,0,0,0,4,2008,WD,Normal,137500
665,20,RL,49.0,20896,Pave,2,0,AllPub,CulDSac,0,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5.0,3.0,2.0,6.0,1721,1.0,0,356,2077,GasA,4,Y,SBrkr,2097,0,0,2097,1,0,1,1,1,1,Ex,8,Typ,1,5,2005.0,3.0,3,1134,3.0,3.0,Y,192,267,0,0,0,0,0,1,2006,New,Partial,423000
666,60,RL,106.0,11194,Pave,1,0,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1406,1406,GasA,4,Y,SBrkr,1454,482,0,1936,0,0,2,1,3,1,Gd,7,Typ,1,5,2000.0,2.0,2,504,3.0,3.0,Y,188,124,0,0,0,0,0,11,2006,WD,Normal,230500
668,20,RL,65.0,8125,Pave,0,0,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,2,2,PConc,4.0,3.0,1.0,6.0,1138,1.0,0,270,1408,GasA,4,Y,SBrkr,1679,0,0,1679,1,0,2,0,3,1,Gd,7,Typ,1,5,1994.0,2.0,2,575,3.0,3.0,Y,224,42,0,0,0,0,0,10,2008,WD,Normal,193500
670,30,RL,80.0,11600,Pave,0,0,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,2.0,3.0,1.0,1.0,0,1.0,0,700,700,GasA,4,Y,SBrkr,1180,0,0,1180,0,0,1,0,2,1,Fa,5,Typ,1,1,1922.0,1.0,1,252,3.0,2.0,Y,0,0,67,0,0,0,0,7,2006,WD,Normal,137500
671,60,RL,64.0,8633,Pave,0,0,AllPub,FR2,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,1.0,6.0,193,1.0,0,545,738,GasA,4,Y,SBrkr,738,738,0,1476,1,0,2,1,3,1,Gd,7,Typ,0,5,2005.0,3.0,2,540,3.0,3.0,Y,100,35,0,0,0,0,0,2,2009,WD,Normal,173500
672,70,RH,54.0,6629,Pave,0,0,AllPub,Inside,0,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,3.0,3.0,1.0,4.0,551,1.0,0,121,672,GasA,2,N,SBrkr,697,672,0,1369,1,0,2,0,3,1,TA,6,Typ,0,1,1930.0,1.0,1,300,3.0,3.0,Y,147,0,0,0,0,0,0,7,2009,WD,Normal,103600
674,20,RL,110.0,14442,Pave,0,0,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,2,2,PConc,3.0,3.0,1.0,6.0,1186,1.0,0,291,1477,GasA,4,Y,SBrkr,1839,0,0,1839,1,0,2,0,3,1,Gd,7,Typ,2,5,1957.0,3.0,2,416,3.0,3.0,Y,0,87,0,0,200,0,0,6,2007,WD,Normal,257500
675,20,RL,80.0,9200,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3.0,3.0,1.0,3.0,892,1.0,0,244,1136,GasA,2,Y,SBrkr,1136,0,0,1136,1,0,1,0,3,1,TA,5,Typ,1,5,1965.0,2.0,1,384,3.0,3.0,Y,426,0,0,0,0,0,0,7,2008,WD,Normal,140000
676,160,RL,24.0,2289,Pave,0,0,AllPub,Inside,0,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,2,CBlock,3.0,3.0,1.0,5.0,311,1.0,0,544,855,GasA,2,Y,SBrkr,855,586,0,1441,0,0,2,1,3,1,TA,7,Typ,1,5,1978.0,1.0,2,440,3.0,3.0,Y,28,0,0,0,0,0,0,4,2009,WD,Normal,148500
677,70,RM,60.0,9600,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,2,2,BrkTil,3.0,2.0,1.0,1.0,0,1.0,0,1095,1095,GasW,1,N,SBrkr,1095,679,0,1774,1,0,2,0,4,2,TA,8,Min2,0,6,1920.0,1.0,3,779,2.0,2.0,N,0,0,90,0,0,0,0,5,2006,WD,Normal,87000
678,30,RL,52.0,9022,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,768,768,GasA,4,Y,SBrkr,792,0,0,792,0,0,1,0,2,1,Gd,5,Typ,0,1,1924.0,1.0,1,240,2.0,2.0,N,316,0,120,0,0,0,0,5,2009,WD,Normal,109500
679,20,RL,80.0,11844,Pave,1,0,AllPub,Inside,0,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,3,2,PConc,5.0,3.0,2.0,1.0,0,1.0,0,2046,2046,GasA,4,Y,SBrkr,2046,0,0,2046,0,0,2,1,3,1,Gd,7,Typ,1,5,2008.0,3.0,3,834,3.0,3.0,Y,322,82,0,0,0,0,0,7,2009,New,Partial,372500
681,120,RL,50.0,8012,Pave,0,0,AllPub,Inside,0,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4.0,3.0,1.0,4.0,543,4.0,119,261,923,GasA,2,Y,SBrkr,923,0,0,923,0,0,2,0,2,1,TA,5,Typ,1,5,1980.0,2.0,1,264,3.0,3.0,Y,80,0,0,0,0,0,0,5,2010,WD,Normal,143000
682,50,RH,55.0,4500,Pave,2,1,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,2,2,BrkTil,3.0,3.0,1.0,3.0,182,1.0,0,611,793,GasA,4,Y,SBrkr,848,672,0,1520,0,0,1,0,3,1,TA,6,Typ,0,1,1968.0,1.0,1,281,3.0,3.0,Y,0,0,56,0,0,0,0,7,2009,WD,Abnorml,159434
684,20,RL,90.0,11248,Pave,1,0,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,3,2,PConc,4.0,3.0,3.0,6.0,1059,1.0,0,567,1626,GasA,4,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,Gd,7,Typ,1,5,2002.0,3.0,3,702,3.0,3.0,Y,257,45,0,0,0,0,0,7,2007,WD,Normal,285000
685,60,RL,58.0,16770,Pave,2,0,AllPub,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1195,1195,GasA,3,Y,SBrkr,1195,644,0,1839,0,0,2,1,4,1,TA,7,Typ,0,5,1998.0,3.0,2,486,3.0,3.0,Y,0,81,0,0,0,0,0,6,2010,WD,Normal,221000
687,60,FV,84.0,10207,Pave,0,0,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,874,874,GasA,4,Y,SBrkr,874,887,0,1761,0,0,3,0,3,1,Gd,7,Typ,0,5,2007.0,3.0,2,578,3.0,3.0,Y,144,105,0,0,0,0,0,8,2007,New,Partial,227875
689,20,RL,60.0,8089,Pave,0,2,AllPub,Inside,0,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,2,PConc,4.0,3.0,3.0,6.0,945,1.0,0,474,1419,GasA,4,Y,SBrkr,1419,0,0,1419,1,0,2,0,2,1,Gd,7,Typ,1,5,2007.0,2.0,2,567,3.0,3.0,Y,140,0,0,0,0,0,0,10,2007,New,Partial,392000
690,120,RL,61.0,7577,Pave,1,0,AllPub,Corner,0,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,3,2,PConc,4.0,3.0,3.0,5.0,20,1.0,0,1342,1362,GasA,4,Y,SBrkr,1362,0,0,1362,0,0,2,0,2,1,Gd,6,Typ,1,5,2005.0,2.0,2,460,3.0,3.0,Y,192,28,0,0,0,0,0,6,2007,WD,Normal,194700
692,60,RL,104.0,21535,Pave,1,0,AllPub,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,4,2,PConc,5.0,3.0,4.0,6.0,1455,1.0,0,989,2444,GasA,4,Y,SBrkr,2444,1872,0,4316,0,1,3,1,4,1,Ex,10,Typ,2,5,1994.0,3.0,3,832,3.0,3.0,Y,382,50,0,0,0,0,0,1,2007,WD,Normal,755000
693,60,RL,42.0,26178,Pave,1,0,AllPub,Inside,1,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,3,2,PConc,4.0,3.0,4.0,6.0,965,1.0,0,245,1210,GasA,4,Y,SBrkr,1238,1281,0,2519,1,0,2,1,4,1,Gd,9,Typ,2,5,1989.0,2.0,2,628,3.0,3.0,Y,320,27,0,0,0,0,0,4,2006,WD,Normal,335000
694,30,RL,60.0,5400,Pave,0,0,AllPub,Corner,2,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,1073,1073,GasA,4,Y,SBrkr,1073,0,0,1073,0,0,1,0,2,1,TA,4,Typ,0,1,1968.0,1.0,1,326,3.0,3.0,Y,0,0,112,0,0,0,0,12,2006,WD,Abnorml,108480
695,50,RM,51.0,6120,Pave,0,0,AllPub,Corner,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,1,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,927,927,GasA,2,Y,SBrkr,1067,472,0,1539,0,0,1,1,3,1,TA,5,Typ,0,1,1995.0,1.0,2,576,3.0,3.0,Y,112,0,0,0,0,0,0,4,2009,WD,Normal,141500
696,20,RL,54.0,13811,Pave,1,0,AllPub,Inside,0,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,2,2,CBlock,4.0,4.0,1.0,6.0,980,2.0,40,92,1112,GasA,3,Y,SBrkr,1137,0,0,1137,1,0,2,0,2,1,Gd,5,Typ,1,5,1987.0,1.0,2,551,3.0,3.0,Y,125,0,0,0,0,0,0,7,2006,WD,Normal,176000
697,30,RM,50.0,6000,Pave,0,0,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,CBlock,3.0,3.0,1.0,2.0,616,1.0,0,0,616,GasA,3,Y,SBrkr,616,0,0,616,0,0,1,0,2,1,TA,4,Typ,0,1,1921.0,1.0,1,205,3.0,3.0,Y,0,0,129,0,0,0,0,6,2006,WD,Normal,89000
698,20,RL,57.0,6420,Pave,1,0,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,5.0,4.0,2.0,2.0,210,5.0,551,219,980,GasA,1,Y,FuseA,1148,0,0,1148,0,1,1,0,2,1,TA,6,Typ,0,1,1952.0,1.0,1,308,3.0,3.0,Y,0,0,0,0,0,0,0,9,2006,WD,Normal,123500
699,20,RL,65.0,8450,Pave,0,0,AllPub,Inside,0,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3.0,3.0,1.0,6.0,553,4.0,117,224,894,GasA,4,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,1,1973.0,1.0,1,336,3.0,3.0,Y,416,144,0,0,0,0,0,4,2010,WD,Normal,138500
700,120,FV,59.0,4282,Pave,2,0,AllPub,Inside,0,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4.0,3.0,2.0,6.0,16,1.0,0,1375,1391,GasA,4,Y,SBrkr,1391,0,0,1391,0,0,2,0,2,1,Gd,5,Typ,0,5,2004.0,2.0,2,530,3.0,3.0,Y,156,158,0,0,0,0,0,7,2008,WD,Normal,196000
